r_model	r_value	combinations	p_value	p_model
{Isensee_JCB2018}	1	2_9_10_14	1	{Leber2015}
{Isensee_JCB2018}	1	2_9_12_10	1	{Leber2015}
{Isensee_JCB2018}	1	2_9_16_08	1	{Leber2015}
{Lucarelli_CellSystems2018}	0	1_1_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_1_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_1_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_1_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_6_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_6_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_6_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_6_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_7_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_7_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_7_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_7_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_8_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_8_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_8_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_8_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_9_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_9_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	1_9_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	1_9_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	2_1_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	2_1_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	2_1_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	0	2_1_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_6_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_6_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_6_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_6_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_7_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_7_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_7_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_7_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_8_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_8_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_8_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_8_16_08	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_9_08_06	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_9_10_14	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_9_12_10	1	{Eungdamrong2007}
{Lucarelli_CellSystems2018}	1	2_9_16_08	1	{Eungdamrong2007}
{Parmar_PCB2019}	1	1_1_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	1_1_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	1_1_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	1_1_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	1_6_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	1_6_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	1_6_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	1_6_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	1_7_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	1_7_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	1_7_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	1_7_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	1_8_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	1_8_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	1_8_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	1_8_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	1_9_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	1_9_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	1_9_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	1_9_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	2_1_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	2_1_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	2_1_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	2_1_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	2_6_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	2_6_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	2_6_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	2_6_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	2_7_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	2_7_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	2_7_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	2_7_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	2_8_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	2_8_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	2_8_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	2_8_16_08	1	{ODea2007}
{Parmar_PCB2019}	1	2_9_08_06	1	{ODea2007}
{Parmar_PCB2019}	1	2_9_10_14	1	{ODea2007}
{Parmar_PCB2019}	1	2_9_12_10	1	{ODea2007}
{Parmar_PCB2019}	1	2_9_16_08	1	{ODea2007}
{Raia_CancerResearch2011}	0	1_1_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	0	1_1_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	0	1_1_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	0	1_1_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_6_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	0	1_6_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_6_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	0	1_6_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_7_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_7_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_7_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_7_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_8_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	0	1_8_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	0	1_8_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_8_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_9_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_9_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_9_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	1	1_9_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	0	2_1_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	0	2_1_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	0	2_1_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	0	2_1_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_6_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_6_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_6_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_6_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_7_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_7_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_7_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_7_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_8_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_8_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_8_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_8_16_08	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_9_08_06	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_9_10_14	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_9_12_10	1	{Leber2015}
{Raia_CancerResearch2011}	1	2_9_16_08	1	{Leber2015}
{Schwen_PONE2014}	0	1_1_08_06	1	{Leber2015}
{Schwen_PONE2014}	0	1_1_10_14	1	{Leber2015}
{Schwen_PONE2014}	0	1_1_12_10	1	{Leber2015}
{Schwen_PONE2014}	0	1_1_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	1_6_08_06	1	{Leber2015}
{Schwen_PONE2014}	0	1_6_10_14	1	{Leber2015}
{Schwen_PONE2014}	1	1_6_12_10	1	{Leber2015}
{Schwen_PONE2014}	0	1_6_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	1_7_08_06	1	{Leber2015}
{Schwen_PONE2014}	1	1_7_10_14	1	{Leber2015}
{Schwen_PONE2014}	1	1_7_12_10	1	{Leber2015}
{Schwen_PONE2014}	1	1_7_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	1_8_08_06	1	{Leber2015}
{Schwen_PONE2014}	0	1_8_10_14	1	{Leber2015}
{Schwen_PONE2014}	0	1_8_12_10	1	{Leber2015}
{Schwen_PONE2014}	1	1_8_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	1_9_08_06	1	{Leber2015}
{Schwen_PONE2014}	1	1_9_10_14	1	{Leber2015}
{Schwen_PONE2014}	1	1_9_12_10	1	{Leber2015}
{Schwen_PONE2014}	1	1_9_16_08	1	{Leber2015}
{Schwen_PONE2014}	0	2_1_08_06	1	{Leber2015}
{Schwen_PONE2014}	0	2_1_10_14	1	{Leber2015}
{Schwen_PONE2014}	0	2_1_12_10	1	{Leber2015}
{Schwen_PONE2014}	0	2_1_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	2_6_08_06	1	{Leber2015}
{Schwen_PONE2014}	1	2_6_10_14	1	{Leber2015}
{Schwen_PONE2014}	1	2_6_12_10	1	{Leber2015}
{Schwen_PONE2014}	1	2_6_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	2_7_08_06	1	{Leber2015}
{Schwen_PONE2014}	1	2_7_10_14	1	{Leber2015}
{Schwen_PONE2014}	1	2_7_12_10	1	{Leber2015}
{Schwen_PONE2014}	1	2_7_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	2_8_08_06	1	{Leber2015}
{Schwen_PONE2014}	1	2_8_10_14	1	{Leber2015}
{Schwen_PONE2014}	1	2_8_12_10	1	{Leber2015}
{Schwen_PONE2014}	1	2_8_16_08	1	{Leber2015}
{Schwen_PONE2014}	1	2_9_08_06	1	{Leber2015}
{Schwen_PONE2014}	1	2_9_10_14	1	{Leber2015}
{Schwen_PONE2014}	1	2_9_12_10	1	{Leber2015}
{Schwen_PONE2014}	1	2_9_16_08	1	{Leber2015}
{Sneyd_PNAS2002}	0	1_1_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	0	1_1_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	0	1_1_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	0	1_1_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_6_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_6_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_6_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_6_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_7_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_7_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_7_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_7_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_8_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_8_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_8_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_8_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_9_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_9_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_9_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	1_9_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	0	2_1_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	0	2_1_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	0	2_1_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	0	2_1_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_6_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_6_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_6_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_6_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_7_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_7_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_7_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_7_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_8_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_8_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_8_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_8_16_08	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_9_08_06	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_9_10_14	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_9_12_10	1	{alexander2010_fig2-user}
{Sneyd_PNAS2002}	1	2_9_16_08	1	{alexander2010_fig2-user}
{Sobotta_Frontiers2017}	0	1_1_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	0	1_1_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	0	1_1_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	0	1_1_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_6_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	0	1_6_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_6_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	0	1_6_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_7_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_7_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_7_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_7_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_8_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	0	1_8_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	0	1_8_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_8_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_9_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_9_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_9_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	1	1_9_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	0	2_1_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	0	2_1_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	0	2_1_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	0	2_1_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_6_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_6_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_6_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_6_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_7_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_7_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_7_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_7_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_8_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_8_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_8_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_8_16_08	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_9_08_06	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_9_10_14	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_9_12_10	1	{Leber2015}
{Sobotta_Frontiers2017}	1	2_9_16_08	1	{Leber2015}
{Swameye_PNAS2003}	1	1_1_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_1_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_1_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_1_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_6_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_6_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_6_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_6_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_7_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_7_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_7_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_7_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_8_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_8_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_8_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_8_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_9_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_9_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_9_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	1_9_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_1_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_1_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_1_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_1_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_6_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_6_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_6_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_6_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_7_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_7_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_7_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_7_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_8_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_8_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_8_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_8_16_08	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_9_08_06	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_9_10_14	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_9_12_10	1	{aguda1999_fig5c}
{Swameye_PNAS2003}	1	2_9_16_08	1	{aguda1999_fig5c}
{Weber_BMC2015}	0	1_1_08_06	1	{Leber2015}
{Weber_BMC2015}	0	1_1_10_14	1	{Leber2015}
{Weber_BMC2015}	0	1_1_12_10	1	{Leber2015}
{Weber_BMC2015}	0	1_1_16_08	1	{Leber2015}
{Weber_BMC2015}	1	1_6_08_06	1	{Leber2015}
{Weber_BMC2015}	0	1_6_10_14	1	{Leber2015}
{Weber_BMC2015}	1	1_6_12_10	1	{Leber2015}
{Weber_BMC2015}	0	1_6_16_08	1	{Leber2015}
{Weber_BMC2015}	1	1_7_08_06	1	{Leber2015}
{Weber_BMC2015}	1	1_7_10_14	1	{Leber2015}
{Weber_BMC2015}	1	1_7_12_10	1	{Leber2015}
{Weber_BMC2015}	1	1_7_16_08	1	{Leber2015}
{Weber_BMC2015}	1	1_8_08_06	1	{Leber2015}
{Weber_BMC2015}	0	1_8_10_14	1	{Leber2015}
{Weber_BMC2015}	0	1_8_12_10	1	{Leber2015}
{Weber_BMC2015}	1	1_8_16_08	1	{Leber2015}
{Weber_BMC2015}	1	1_9_08_06	1	{Leber2015}
{Weber_BMC2015}	1	1_9_10_14	1	{Leber2015}
{Weber_BMC2015}	1	1_9_12_10	1	{Leber2015}
{Weber_BMC2015}	1	1_9_16_08	1	{Leber2015}
{Weber_BMC2015}	0	2_1_08_06	1	{Leber2015}
{Weber_BMC2015}	0	2_1_10_14	1	{Leber2015}
{Weber_BMC2015}	0	2_1_12_10	1	{Leber2015}
{Weber_BMC2015}	0	2_1_16_08	1	{Leber2015}
{Weber_BMC2015}	1	2_6_08_06	1	{Leber2015}
{Weber_BMC2015}	1	2_6_10_14	1	{Leber2015}
{Weber_BMC2015}	1	2_6_12_10	1	{Leber2015}
{Weber_BMC2015}	1	2_6_16_08	1	{Leber2015}
{Weber_BMC2015}	1	2_7_08_06	1	{Leber2015}
{Weber_BMC2015}	1	2_7_10_14	1	{Leber2015}
{Weber_BMC2015}	1	2_7_12_10	1	{Leber2015}
{Weber_BMC2015}	1	2_7_16_08	1	{Leber2015}
{Weber_BMC2015}	1	2_8_08_06	1	{Leber2015}
{Weber_BMC2015}	1	2_8_10_14	1	{Leber2015}
{Weber_BMC2015}	1	2_8_12_10	1	{Leber2015}
{Weber_BMC2015}	1	2_8_16_08	1	{Leber2015}
{Weber_BMC2015}	1	2_9_08_06	1	{Leber2015}
{Weber_BMC2015}	1	2_9_10_14	1	{Leber2015}
{Weber_BMC2015}	1	2_9_12_10	1	{Leber2015}
{Weber_BMC2015}	1	2_9_16_08	1	{Leber2015}
{Zheng_PNAS2012}	0	1_1_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	0	1_1_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	0	1_1_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	0	1_1_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_6_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_6_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_6_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_6_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_7_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_7_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_7_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_7_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_8_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_8_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_8_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_8_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_9_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_9_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_9_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	1_9_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	0	2_1_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	0	2_1_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	0	2_1_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	0	2_1_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_6_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_6_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_6_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_6_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_7_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_7_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_7_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_7_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_8_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_8_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_8_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_8_16_08	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_9_08_06	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_9_10_14	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_9_12_10	1	{Bungay2003}
{Zheng_PNAS2012}	1	2_9_16_08	1	{Bungay2003}
